SARG.Seq.ID	New.Subtype	New.New.Subtype	New.Type	Family	subfamily	subfamily2	Seq.ID.in.CARD (need to redo)	
AY223863.1.gene1.p01	SHV-57	SHV	beta-lactam	class a			gb|AAO66446.1|ARO:3001113|SHV-57	
AY790341.1.gene1.p01	SHV-59	SHV	beta-lactam	class a			gb|AAV66328.1|ARO:3001114|SHV-59	
Y11069.1.gene1.p01	SHV-6	SHV	beta-lactam	class a			gb|CAA71948.1|ARO:3001065|SHV-6	
AB302939.1.gene1.p01	SHV-60	SHV	beta-lactam	class a			gb|BAF92780.1|ARO:3001115|SHV-60	
gi|1008264053|gb|AMQ81151.1|	SHV-60	SHV	beta-lactam	class a				
AJ866284.2.gene1.p01	SHV-61	SHV	beta-lactam	class a			gb|CAI30650.2|ARO:3001116|SHV-61	
AJ866285.2.gene1.p01	SHV-62	SHV	beta-lactam	class a			gb|CAI30651.2|ARO:3001117|SHV-62	
EU342351.1.gene1.p01	SHV-63	SHV	beta-lactam	class a			gb|ABY56290.1|ARO:3001118|SHV-63	
DQ174304.1.gene1.p01	SHV-64	SHV	beta-lactam	class a			gb|ABA06586.1|ARO:3001119|SHV-64	
DQ174305.1.gene1.p01	SHV-65	SHV	beta-lactam	class a			gb|ABA06587.1|ARO:3001120|SHV-65	
DQ174306.1.gene1.p01	SHV-66	SHV	beta-lactam	class a			gb|ABA06588.1|ARO:3001121|SHV-66	
DQ174307.1.gene1.p01	SHV-67	SHV	beta-lactam	class a			gb|ABA06589.1|ARO:3001122|SHV-67	
DQ174308.1.gene1.p01	SHV-69	SHV	beta-lactam	class a			gb|ABA06590.1|ARO:3001123|SHV-69	
U20270.1.gene1.p01	SHV-7	SHV	beta-lactam	class a			gb|AAA87176.1|ARO:3001066|SHV-7	
DQ013287.1.gene1.p1	SHV-70	SHV	beta-lactam	class a			gb|AAY42633.1|ARO:3001124|SHV-70	
AM176546.2.gene1.p01	SHV-71	SHV	beta-lactam	class a			gb|CAJ47126.2|ARO:3001125|SHV-71	
AM176547.2.gene1.p01	SHV-72	SHV	beta-lactam	class a			gb|CAJ47127.2|ARO:3001126|SHV-72	
AM176548.2.gene1.p01	SHV-73	SHV	beta-lactam	class a			gb|CAJ47128.2|ARO:3001127|SHV-73	
AM176549.2.gene1.p01	SHV-74	SHV	beta-lactam	class a			gb|CAJ47129.2|ARO:3001128|SHV-74	
AM176550.2.gene1.p01	SHV-75	SHV	beta-lactam	class a			gb|CAJ47130.2|ARO:3001129|SHV-75	
AM176551.2.gene1.p01	SHV-76	SHV	beta-lactam	class a			gb|CAJ47131.2|ARO:3001130|SHV-76	
AM176552.2.gene1.p01	SHV-77	SHV	beta-lactam	class a			gb|CAJ47132.2|ARO:3001131|SHV-77	
AM176553.2.gene1.p01	SHV-78	SHV	beta-lactam	class a			gb|CAJ47133.2|ARO:3001132|SHV-78	
AM176554.2.gene1.p01	SHV-79	SHV	beta-lactam	class a			gb|CAJ47134.2|ARO:3001133|SHV-79	
U92041.1.gene1.p01	SHV-8	SHV	beta-lactam	class a			gb|AAB51384.1|ARO:3001067|SHV-8	
AM176555.2.gene1.p01	SHV-80	SHV	beta-lactam	class a			gb|CAJ47135.2|ARO:3001134|SHV-80	
AM176556.2.gene1.p01	SHV-81	SHV	beta-lactam	class a			gb|CAJ47136.2|ARO:3001135|SHV-81	
AM176557.2.gene1.p01	SHV-82	SHV	beta-lactam	class a			gb|CAJ47137.2|ARO:3001136|SHV-82	
gb|CAJ47138.2|ARO:3001137|SHV-83	SHV-83	SHV	beta-lactam	class a			gb|CAJ47138.2|ARO:3001137|SHV-83	
AM087453.1.gene1.p01	SHV-84	SHV	beta-lactam	class a			gb|CAJ32371.1|ARO:3001138|SHV-84	
DQ322460.1.gene1.p1	SHV-85	SHV	beta-lactam	class a			gb|ABC54571.1|ARO:3001139|SHV-85	
DQ328802.1.gene1.p01	SHV-86	SHV	beta-lactam	class a			gb|ABC58727.1|ARO:3001140|SHV-86	
DQ193536.1.gene1.p01	SHV-89	SHV	beta-lactam	class a			gb|ABA60809.1|ARO:3001141|SHV-89	
AAB37395	SHV-9	SHV	beta-lactam	class a			gb|AAB37395.2|ARO:3001068|SHV-9	
DQ836922.1.gene1.p01	SHV-92	SHV	beta-lactam	class a			gb|ABH04327.1|ARO:3001144|SHV-92	
EF373969.1.gene1.p01	SHV-93	SHV	beta-lactam	class a			gb|ABN49110.1|ARO:3001145|SHV-93	
EF373970.1.gene1.p01	SHV-94	SHV	beta-lactam	class a			gb|ABN49111.1|ARO:3001146|SHV-94	
EF373972.1.gene1.p01	SHV-95	SHV	beta-lactam	class a			gb|ABN49113.1|ARO:3001147|SHV-95	
EF373971.1.gene1.p01	SHV-96	SHV	beta-lactam	class a			gb|ABN49112.1|ARO:3001148|SHV-96	
EF373973.1.gene1.p01	SHV-97	SHV	beta-lactam	class a			gb|ABN49114.1|ARO:3001149|SHV-97	
AM941844.1.gene1.p01	SHV-98	SHV	beta-lactam	class a			gb|CAQ03503.1|ARO:3001336|SHV-98	
AM941845.1.gene1.p01	SHV-99	SHV	beta-lactam	class a			gb|CAQ03504.1|ARO:3001337|SHV-99	
Z28968.gene.p01	SME-1	SME	beta-lactam	class a			gb|CAA82281.1|ARO:3002379|SME-1	
AF275256.gene.p01	SME-2	SME	beta-lactam	class a			gb|AAG29813.1|ARO:3002380|SME-2	
AY584237.1.gene1.p1	SME-3	SME	beta-lactam	class a			gb|AAS92558.1|ARO:3002381|SME-3	
KF481967.1.gene1.p01	SME-4	SME	beta-lactam	class a			gb|AHA49908.1|ARO:3002382|SME-4	
KJ188748.1.gene1.p01	SME-5	SME	beta-lactam	class a			gb|AHV85514.1|ARO:3002383|SME-5	
HQ451074.1.gene4.p01	TEM-1	TEM	beta-lactam	class a			gb|CAD09800.1|ARO:3000873|TEM-1	
CAL26907	TEM-1	TEM	beta-lactam	class a				
gi|1031624195|gb|ANG09482.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031624224|gb|ANG09494.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031624302|gb|ANG09531.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031624378|gb|ANG09566.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031624471|gb|ANG09608.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031624503|gb|ANG09623.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031624646|gb|ANG09690.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031624931|gb|ANG09825.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031625090|gb|ANG09900.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031625197|gb|ANG09950.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031625355|gb|ANG10023.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031625639|gb|ANG10160.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031625992|gb|ANG10321.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031626014|gb|ANG10332.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031626531|gb|ANG10571.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031626545|gb|ANG10578.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031626630|gb|ANG10619.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031627007|gb|ANG10795.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031627039|gb|ANG10809.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031627151|gb|ANG10864.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031627317|gb|ANG10941.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031627388|gb|ANG10976.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031627449|gb|ANG11005.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031627800|gb|ANG11172.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031627835|gb|ANG11187.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031628006|gb|ANG11269.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031628381|gb|ANG11443.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031628845|gb|ANG11664.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031628861|gb|ANG11672.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031629082|gb|ANG11777.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031629301|gb|ANG11880.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031629527|gb|ANG11987.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031629559|gb|ANG12003.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031629628|gb|ANG12036.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031630267|gb|ANG12333.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031630461|gb|ANG12423.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031630778|gb|ANG12568.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031631036|gb|ANG12686.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031631057|gb|ANG12696.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031631318|gb|ANG12819.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031631979|gb|ANG13130.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031632106|gb|ANG13191.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031632405|gb|ANG13336.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031632552|gb|ANG13404.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031632947|gb|ANG13589.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031633182|gb|ANG13700.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031633387|gb|ANG13795.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031634170|gb|ANG14159.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031634317|gb|ANG14225.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031634658|gb|ANG14377.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031634740|gb|ANG14416.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031634800|gb|ANG14444.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031634856|gb|ANG14470.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031634900|gb|ANG14490.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031634941|gb|ANG14509.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031635111|gb|ANG14588.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031635134|gb|ANG14599.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031635263|gb|ANG14661.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031635489|gb|ANG14767.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031636071|gb|ANG15041.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031636121|gb|ANG15066.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031636152|gb|ANG15081.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031636580|gb|ANG15290.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031636807|gb|ANG15402.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031636880|gb|ANG15438.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031636934|gb|ANG15465.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031636975|gb|ANG15485.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031637701|gb|ANG15841.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031638051|gb|ANG16011.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031638415|gb|ANG16191.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031638449|gb|ANG16208.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031639329|gb|ANG16637.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031639911|gb|ANG16922.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031640253|gb|ANG17092.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031640304|gb|ANG17117.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031640436|gb|ANG17183.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031641799|gb|ANG17861.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031642043|gb|ANG17982.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031642344|gb|ANG18131.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031642734|gb|ANG18325.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031642953|gb|ANG18433.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031643426|gb|ANG18665.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031643488|gb|ANG18696.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031643695|gb|ANG18799.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031643806|gb|ANG18854.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031643874|gb|ANG18888.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031643906|gb|ANG18904.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031643956|gb|ANG18929.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031643997|gb|ANG18949.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031644372|gb|ANG19132.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031644419|gb|ANG19155.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031644955|gb|ANG19419.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031644959|gb|ANG19421.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031645360|gb|ANG19619.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031645883|gb|ANG19878.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031645901|gb|ANG19887.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031646140|gb|ANG20003.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031646597|gb|ANG20228.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031646733|gb|ANG20295.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031646764|gb|ANG20310.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031647452|gb|ANG20652.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031647735|gb|ANG20792.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031647757|gb|ANG20803.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031647891|gb|ANG20867.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031648149|gb|ANG20995.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031649231|gb|ANG21516.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031649510|gb|ANG21633.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031650410|gb|ANG22011.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031650730|gb|ANG22144.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031651563|gb|ANG22502.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031651615|gb|ANG22525.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031651921|gb|ANG22655.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031652280|gb|ANG22809.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031652761|gb|ANG23007.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031653325|gb|ANG23254.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031653436|gb|ANG23305.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031653696|gb|ANG23411.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031653780|gb|ANG23442.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031654105|gb|ANG23579.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031654280|gb|ANG23656.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031654323|gb|ANG23675.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031654327|gb|ANG23677.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031654576|gb|ANG23785.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031655273|gb|ANG24073.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031655584|gb|ANG24201.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031655761|gb|ANG24271.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031655881|gb|ANG24321.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031655966|gb|ANG24357.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031656033|gb|ANG24385.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031656085|gb|ANG24407.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031656232|gb|ANG24468.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031656791|gb|ANG24706.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031656810|gb|ANG24713.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031657016|gb|ANG24801.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031657082|gb|ANG24830.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031657475|gb|ANG24989.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031658245|gb|ANG25309.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031659054|gb|ANG25658.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031659099|gb|ANG25678.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031659229|gb|ANG25733.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031659353|gb|ANG25787.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031659397|gb|ANG25804.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031659669|gb|ANG25919.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031661007|gb|ANG26493.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031662238|gb|ANG27022.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031662604|gb|ANG27179.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031662882|gb|ANG27305.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031663070|gb|ANG27398.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031663106|gb|ANG27416.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031663473|gb|ANG27598.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031663675|gb|ANG27698.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031663809|gb|ANG27765.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031664029|gb|ANG27874.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031664346|gb|ANG28032.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031664416|gb|ANG28066.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031664524|gb|ANG28120.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031664546|gb|ANG28131.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031664792|gb|ANG28254.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031665539|gb|ANG28625.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031666097|gb|ANG28903.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031666286|gb|ANG28997.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031666304|gb|ANG29006.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031666449|gb|ANG29078.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031666764|gb|ANG29235.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031667346|gb|ANG29526.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031667374|gb|ANG29540.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031667533|gb|ANG29619.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031667539|gb|ANG29622.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031667787|gb|ANG29746.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031667883|gb|ANG29794.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031667885|gb|ANG29795.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031667906|gb|ANG29805.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031668563|gb|ANG30132.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031669129|gb|ANG30415.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031669355|gb|ANG30528.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031669637|gb|ANG30669.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031670021|gb|ANG30860.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031670621|gb|ANG31159.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031670739|gb|ANG31218.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031671029|gb|ANG31363.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031671043|gb|ANG31370.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031671757|gb|ANG31726.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031671820|gb|ANG31757.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031671948|gb|ANG31821.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031672070|gb|ANG31882.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031672558|gb|ANG32125.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031672840|gb|ANG32266.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031672932|gb|ANG32312.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031673166|gb|ANG32428.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031674470|gb|ANG33079.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031674839|gb|ANG33262.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031674865|gb|ANG33275.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031674895|gb|ANG33290.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031675739|gb|ANG33710.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031676831|gb|ANG34252.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031678693|gb|ANG35178.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031679412|gb|ANG35535.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031680777|gb|ANG36213.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031681095|gb|ANG36371.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031681349|gb|ANG36497.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031682592|gb|ANG37114.1|	TEM-1	TEM	beta-lactam	class a				
gi|1031683295|gb|ANG37464.1|	TEM-1	TEM	beta-lactam	class a				
JF949916.1.gene1.p01	TEM-1	TEM	beta-lactam	class a				
AF093512.1.gene1.p01	TEM-10	TEM	beta-lactam	class a			gb|AAC72362.1|ARO:3000882|TEM-10	
AF495873.1.gene1.p1	TEM-101	TEM	beta-lactam	class a			gb|AAM18924.1|ARO:3000964|TEM-101	
AY040093.1.gene1.p01	TEM-102	TEM	beta-lactam	class a			gb|AAK82652.1|ARO:3000965|TEM-102	
AF516719.1.gene1.p1	TEM-104	TEM	beta-lactam	class a			gb|AAM61952.1|ARO:3000967|TEM-104	
AF516720.1.gene1.p1	TEM-105	TEM	beta-lactam	class a			gb|AAM61953.1|ARO:3000968|TEM-105	
AY101578.1.gene1.p01	TEM-106	TEM	beta-lactam	class a			gb|AAM52207.1|ARO:3000969|TEM-106	
AY101764.1.gene1.p01	TEM-107	TEM	beta-lactam	class a			gb|AAM52215.1|ARO:3000970|TEM-107	
AF506748.1.gene1.p1	TEM-108	TEM	beta-lactam	class a			gb|AAM28884.1|ARO:3000971|TEM-108	
AY628175.1.gene1.p01	TEM-109	TEM	beta-lactam	class a			gb|AAT46413.1|ARO:3000972|TEM-109	
AY874537.1.gene1.p01	TEM-11	TEM	beta-lactam	class a			gb|AAW66604.1|ARO:3000883|TEM-11	
AY072920.1.gene1.p1	TEM-110	TEM	beta-lactam	class a			gb|AAL68923.1|ARO:3000973|TEM-110	
AF468003.1.gene1.p1	TEM-111	TEM	beta-lactam	class a			gb|AAL77062.1|ARO:3000974|TEM-111	
AY589493.1.gene1.p01	TEM-112	TEM	beta-lactam	class a			gb|AAS89982.1|ARO:3000975|TEM-112	
AY589494.1.gene1.p01	TEM-113	TEM	beta-lactam	class a			gb|AAS89983.1|ARO:3000976|TEM-113	
AY589495.1.gene1.p01	TEM-114	TEM	beta-lactam	class a			gb|AAS89984.1|ARO:3000977|TEM-114	
AF535127.1.gene1.p01	TEM-115	TEM	beta-lactam	class a			gb|AAN04881.1|ARO:3000978|TEM-115	
gb|AAB39956.1|ARO:3000979|TEM-116	TEM-116	TEM	beta-lactam	class a			gb|AAB39956.1|ARO:3000979|TEM-116	
gb|AAN05026.1|ARO:3000980|TEM-117	TEM-117	TEM	beta-lactam	class a			gb|AAN05026.1|ARO:3000980|TEM-117	
AY130282.1.gene1.p1	TEM-117	TEM	beta-lactam	class a				
AY130285.1.gene1.p1	TEM-118	TEM	beta-lactam	class a			gb|AAN05029.1|ARO:3000981|TEM-118	
gb|AAA25053.1|ARO:3000884|TEM-12	TEM-12	TEM	beta-lactam	class a			gb|AAA25053.1|ARO:3000884|TEM-12	
AY243512.1.gene1.p01	TEM-120	TEM	beta-lactam	class a			gb|AAO85882.1|ARO:3000982|TEM-120	
AY271267.1.gene1.p01	TEM-121	TEM	beta-lactam	class a			gb|AAQ01671.1|ARO:3000983|TEM-121	
AY307100.1.gene1.p1	TEM-122	TEM	beta-lactam	class a			gb|AAQ98890.1|ARO:3000984|TEM-122	
AY327539.1.gene1.p01	TEM-123	TEM	beta-lactam	class a			gb|AAQ93490.1|ARO:3000985|TEM-123	
AY327540.1.gene1.p01	TEM-124	TEM	beta-lactam	class a			gb|AAQ93491.1|ARO:3000986|TEM-124	
AY628176.1.gene1.p01	TEM-125	TEM	beta-lactam	class a			gb|AAT46414.1|ARO:3000987|TEM-125	
AY628199.1.gene1.p01	TEM-126	TEM	beta-lactam	class a			gb|AAT45742.1|ARO:3000988|TEM-126	
AY368236.1.gene1.p1	TEM-127	TEM	beta-lactam	class a			gb|AAR89358.1|ARO:3000989|TEM-127	
AY368237.1.gene1.p1	TEM-128	TEM	beta-lactam	class a			gb|AAR89359.1|ARO:3000990|TEM-128	
AJ746225.1.gene1.p01	TEM-129	TEM	beta-lactam	class a			gb|CAG34105.1|ARO:3000993|TEM-129	
AJ866988.1.gene1.p01	TEM-130	TEM	beta-lactam	class a			gb|CAI29263.1|ARO:3000994|TEM-130	
AY436361.1.gene1.p01	TEM-131	TEM	beta-lactam	class a			gb|AAR10958.1|ARO:3000995|TEM-131	
AY491682.1.gene1.p1	TEM-132	TEM	beta-lactam	class a			gb|AAR84298.1|ARO:3000996|TEM-132	
AY528425.1.gene1.p1	TEM-133	TEM	beta-lactam	class a			gb|AAS19171.1|ARO:3000997|TEM-133	
AY574271.1.gene1.p01	TEM-134	TEM	beta-lactam	class a			gb|AAS79107.1|ARO:3000998|TEM-134	
AJ634602.gene.p01	TEM-135	TEM	beta-lactam	class a			gb|CAG25427.1|ARO:3000999|TEM-135	
AY826417.1.gene1.p01	TEM-136	TEM	beta-lactam	class a			gb|AAV83795.1|ARO:3001000|TEM-136	
AM286274.1.gene1.p01	TEM-137	TEM	beta-lactam	class a			gb|CAL08007.1|ARO:3001001|TEM-137	
AY853593.1.gene1.p1	TEM-138	TEM	beta-lactam	class a			gb|AAW47922.1|ARO:3001002|TEM-138	
DQ072853.1.gene1.p01	TEM-139	TEM	beta-lactam	class a			gb|AAZ23494.1|ARO:3001003|TEM-139	
AY956335.1.gene1.p1	TEM-141	TEM	beta-lactam	class a			gb|AAX56615.1|ARO:3001004|TEM-141	
DQ388882.1.gene1.p01	TEM-142	TEM	beta-lactam	class a			gb|ABD60314.1|ARO:3001005|TEM-142	
DQ075245.1.gene1.p01	TEM-143	TEM	beta-lactam	class a			gb|AAY85632.1|ARO:3001006|TEM-143	
AM049399.1.gene1.p01	TEM-144	TEM	beta-lactam	class a			gb|CAJ17558.1|ARO:3001007|TEM-144	
